text,sentiment
the mouse is great the install was very easy just plug it in and it is ready to use love the changing lights on the mouse if anyone wants led wireless mouse this is the mouse to purchase ,positive
i love how sleek it is and that its very responsive stylish and comfortable in my hand if my wife takes this one like she does most of my peripherals then ill definitely be buying another ,positive
battery died after mins with or without the color changing lights on this thing is useless,negative
literally only had the mouse for three days and used it on the first day and now it has stopped working it doesn charge plug it up and it may charge for minutes then it just stops charging then when go to turn it on it just turns on and instantly turns off this mouse is literally piece of crap will be getting my money back ,negative
very nice for the price usually use it for about hours at time and the battery holds have put about hours on it and it still working fine it is simple light relatively comfortable and it looks sharp ,positive
this product is very good and nice to hold and use will recommend this mouse to everybody ,positive
it beautiful and sleek ,positive
only owned it for weeks and all want to di is throw it in the trash it freezes all the time and it goes dead every hours,negative
remember to recharge it something neglected to do because am an idiot ,negative
i love this mouse it fit feels great in my hand on the computer lot so that is important to me love the colors as you can tell by my mouse pad love colors it easy and fast to wake it great don have negative thing to say ,positive
needed wireless mouse for work laptop and this mouse gets the job done the price is very affordable and the product came very fast was pleasantly surprised by how quiet the clicking sound that should come in handy during the early mornings work days would recommend this mouse if anyone is trying to find something for their macbook usb port ,positive
long battery life the lights are beautiful and you can change them the mouse is sleek and gets the job done ,positive
perfect mouse for my laptop thin and easily stored it tracks great and fits into my hands very comfortably sleep mode prevents battery drainage if forget to turn it off after use highly recommend ,positive
the usb port broke inside my work laptop after only using this wireless mouse for days there was nothing that happened that would have should have caused the usb to break other than it being poorly made am very disappointed with the outcome ,negative
i don do much pc gaming at the moment so can speak for that but this is great buy very affordable small but great for my big long hands great response time long lasting battery charge and easy to see in the dark ,positive
good quality mouse very easy to pair and it feels nice in your hand like the led touch,positive
this mouse was disappointing it would work for while and then it would lose connection and stop working thought at first it was losing traction and wasn sensing movement so bought an entirely new mousepad did the same thing after few minutes of use it would lose connection ,negative
i wanted to find slim wireless mouse similar to mac magic mouse without the high price tag while this certainly isn magic mouse it pretty good substitute for fraction of the cost there are some tradeoffs of course due to the slim nature of this mouse it is extremely lightweight not built like tank and sometimes the buttons require sturdy click to ensure response but all in all happy with my purchase it looks nice works well and it has gone about months so far without needing recharge speaking of which leave the mouse on all the time and it goes into sleep mode no big deal just realize you need to click button to wake it up once you power on your laptop or desktop otherwise it will seem like the mouse isn working also ve had couple of instances where had to reinsert the usb adapter to get it to reconnect but that was maybe times in the past couple of months in short recommend this product the company provided great support when received the wrong color mouse and they ve been top notch to deal with they stand behind their product ,positive
it was important for me to have mouse that not only could see in the dark but something that was quiet also enjoy the fact that this mouse is rechargeable so this mouse will last me for the long run the light up feature is huge plus something didn know would appreciate since tend to work on my laptop in the dark great quality overall ,positive
i bought this mouse just over month ago and it has already stopped working awful product and waste of money ,negative
i like that the mouse is slim also like the lights and how smooth it is the sleep mode works fine use the mouse for work am happy with the rechargeable functionality and find don need to recharge daily so far have recharged every few days and don know how long the change will last but at least days for daily work use it is good value in my opinion ,positive
mouse never worked with usb adapter flashes once red and never connects clearly cheap construction and plastic not even sure it charges properly glows blue briefly and then turns back off ,negative
the mouse is comfortable it easy to click it doesn get stuck or it isn too loose or too hard the mouse itself is good size for my hands the colors are very vibrant and pretty they are soothing to see thank you for the complimentary mouse pad it was thoughtful ,positive
rechargeable beautiful features long lasting hours for use on off switch ,positive
i use this product for mac book air and it works great ,positive
the mouse performs just like it states perfect design smooth scrolling and quality product ,positive
super comfy and cool but get disconnected easily ,positive
this little wireless mouse is awesome the color at night looks amazing love the handle my wife liked it as well that had to buy her one as well thanks for the amazing product,positive
slim profile love that it doesn need battries colorful ,positive
i really liked this mouse being able to charge it and not worry about batteries was working great up till today tried to pull the wireless usb from the chromebook and it only partially came out the cover to it was still stuck inside the port had to use tools to get it out and now it no longer usable very upset have lot of work have to get done and using mouse makes it smoother to navigate guess this would happen just after weeks of the return window closing have only had this since the end of july ,positive
battery holds for several days after one charge probably almost two weeks or more lighting is beautiful and can be adjusted very responsive ,positive
there is so much to say about this bought this for my mom and she loves it it has nice design nice feel to it and works beautifully well worth the money spent thumbs up ,positive
works well as described slim and easy to use even came with dongle for usb if your computer has it lights can be turned on and off ,positive
love the sleek style and easy to glide use of the mouse love the colors as well,positive
i bought mine in mint green it almost effortlessly easy to set up the battery is lasting beautifully absoulutely love it soooo much just ordered my daughter one in the dark gray she going to love the led lights thank you ,positive
i was looked forward to having this mouse but used about twice since got and it not working already don know if it defective or what guess there go my ,negative
set up couldn be easier put the white usb thing into my computer and the mouse magically worked that all it took got the gold rose and it very pretty ,positive
would love it if it held charge or had backup space for battery have to constantly charge this usually every two days in the middle of my work day im over it going to go back to battery mouse ,positive
the mouse drags after use for like an hour battery does not last too long it takes longer to charge then the amount of time been use will not buy look for better quality name brand do not recomend at all wish can get my money back,positive
i ordered it on june and at the end of august the dongle broke off of my usb there is still metal piece stuck in the usb ,negative
love this mouse it sleek and quiet no loud clicking noise glides seamlessly will be back for another for my wife thank you ,positive
wish hadn missed the return window on this one this mouse does not have range of meters as stated it has difficulty tracking at just meter or even couple of feet away this was supposed to replace mouse from another seller that also had trouble with it turned out to be the same exact mouse it disheartening to find out that multiple companies are selling the same useless products would recommend spending little more money on mouse from reputable brand ,negative
i loved this product for couple of weeks but after is ran out of juice the first time and charged it overnight it hasn worked again cannot recommend this product and love to give rating wanted to just exchange it but no option for that guess had it too long but it is fun and beautiful ,positive
loved the look and feel of this mouse but after only weeks of school the usb completely came apart when pulled it out of my son chromebook there was no impact or anything to cause this and the kiddo was quite upset that it broke because he loves the look of this mouse as well as how it feels in his hand ,positive
it quit working after less than months ugh it no wonder they only have day return policy ,negative
i have been using the wireless mouse for weeks waited to write the review so could truly review it based on my experience it has not disappointed me and like everything about it charge it whenever remember to the design is sleek and the changing colors are soothing when take my eyes off the screen stare at the mouse the respond to clicks is smooth and quick can feel the clicks but not hear the clicks ,positive
not attractive when lit up because the light leaks through the white shell just not attractive,negative
i purchased this mouse because it matched my laptop and seemed like it would look really attractive and cool when was using it it looked exactly like the mouse in the picture and was easy to charge and use it also held charge for long time which was really happy about the reason my review is so low is because my mouse only lasted for months and then it completely stopped working no matter what did certainly wasn expecting wireless mouse to last forever but it would have been nice to get at least months out of it before it died if you re looking for something cute and short term and don mind having to buy several mice every year this is the perfect purchase for you ,positive
this mouse made my life easier honestly ,positive
upon unpackaging the item everything was as advertised and instructions were simple and easy to follow however after coupe of uses the battery was no longer holding charge the light would turn on indicating that it was charging and couple of minutes later the light was off told myself that maybe the mouse was charging even though the light was not on so left it on to charge for couple of hours unfortunately the mouse was not charging as it was already dead after five minutes of use found myself using my laptop mouse more often then this mouse due to this ergonomic design and lighting is great but kind of useless given that the mouse did not fulfill its main purpose star ,negative
very disappointed in this product the item arrived obviously used and it did not work overall it was very negative experience would not recommend ,negative
light weight ergonomic bought on died on impossible to recharge,negative
worked until it needed to be charged after charging it worked sporadically and needed to be charged everyday need to be able to use my mouse everyday not wait for it to be charged ,negative
don bother even thinking about purchasing this item it terrible does not connect to anything very cheap looking the color doesn match the description the seller is little suspicious too tried giving me refund with fake amazon gift card ,negative
likes no noise click lights look cool chargeabledislikes chargeable battery life is very short had to turn off every time don use it or else battery runs out super fast within days after months the charging outlet is broken there no way to fix it now can use it anymore safer to go back to traditional battery mouse which lasts for long time ,positive
i got this because our child sleeps while work the mouse is super quiet pro quiet lef right buttons adjustable sensitivity micro usb is easy to charge and doesn interfere with mouse use color changes usb doesn disconnectcons middle button click is louder color can be set it rotates it be cool if could lock it in for this price it pretty good purchase ,positive
works as intended the lights are pretty but bit bright use it from across the room with no issues and the battery life has been excellent even with me forgetting to turn it off ,positive
i love this mouse cause it has really cool lights and really like that it petite and lightweight ,positive
 really was waiting for use this mouse and everything ok great pink golden color amazing that is rechargeable and super ergonomic for edit my videos ,positive
update received response from the seller and they are sending me new mouse super quick response time so updated my rating super cute and fun that it lights up but doesn last only have had this months and the scroll broke ,positive
the mouse worked great for just over month then the charging port detached from the mouse yes came right out no longer have the ability to charge it this was probably glitch with my individual unit otherwise would have given it stars ,positive
i purchased this mouse for my daugyer and live that she loves it had wireless before but nothing compared to this one easy set up too would definitely recommend this mouse ,positive
mouse completely died and wouldn charge in less than month no return policy,negative
worked well but dropped it off my desk on accident and it broke and no longer works ,negative
pathetic,negative
the battery of this mouse works well haven timed it but have left it on overnight and it stills has battery not gamer but imagine the gaming quality will be affected depending on how strong the bluetooth connection of the mouse is to the pc setup recently switched from laptop that had the standard rectangular port usb to one that needed the adapter usb the adapter that comes with the mouse worked for about minute before it stop functioning so brought out my own adapter from different device and the mouse now works also tested both adapters with wired mouse it suffices to say that it was the mouse adapter that is not working could have gotten faulty one so the problem could be exclusive to me tl dr mouse adapter didn work ur screwed if urs doesn work either and don have an extra one ,negative
maybe just unlucky given the reviews but they mouse won hold charge simply doesn work also the connectors are flush with each other feels cheap ,positive
i am not very hard on this mouse use it to work from home but this morning after only using for months the wheel of the mouse broke not sure what happened as am very gentle on the mouse it nice design and love the lights and the fact that it rechargeable but it is pretty cheap and can break easily so keep that in mind when purchasing ,positive
light weight fits hand perfectly,positive
ordered this mouse in mid may in june it started acting bit off and could only use it turned on to one certain position yesterday august th the roller ball on top stopped working and now can scroll screens without using the sidebar very disappointed in how quickly this mouse stopped working my grandmother always said you get what you pay for and in this instance she was correct ,negative
comfortable and responsive mouse clicking is indeed very quiet lights are just as advertised and battery is more than satisfactory can use multiple days without charging ,positive
got this mouse for my desktop setup which mainly use for office purposes and it has been working great it replaced cheaper version than this one that got at below of which did not expect much but got me going for years don think would recommend for gaming since is little on the small side and somewhat flat but who knows is it very responsive thought and looks nice with the changing colors ,positive
this baby is great works perfect with my macbook pro and love that it rechargeable ,positive
i really like the feel and look of this mouse don like that anytime stop using the mouse for minute or two that the mouse doesn react end up turning it off and on again to get it working interrupted frequently while using the mouse so it not realistic for me to turn the mouse off every time stop using it edit today is day of using the mouse while wait to receive the other mouse bought the mouse no longer consistently turns on when turn it off and on again to stop it from lagging ,negative
i really liked this mouse the design is sleek can use the little attachment for my mac to make it compatible and it maneuvered well however after only few weeks of use the top plastic portion that splits down the middle to accommodate left and right clicking just literally spit apart and now my mouse is not functional very disappointed in the quality and durability of this item however gave it stars for the awesome performance prior to it breaking ,positive
stopped working after the second week charged it overnight every night before left the office and it was working fine then it started skipping so tried to put it on the charger for the day and used another mouse thinking maybe it just didn charge the night before then when took it off it wouldn work at all but it does feel great in your hands and the lighting is pretty cool just wish it would have lasted ,positive
great mouse got this because my laptop had to many wires sticking out everywhere this has been great to free up the mess of wires and make my work day easier ,positive
i was little worried about battery life based on some of the other reviews am not gamer have an office job but on my computer probably hours day and used my mouse extensively single charge lasts me days you can also use the mouse when you are charging have usb port on my keyboard that use per my attached picture as you can see the charging cable is pretty short so some might need to extend the cord but overall am very happy with this mouse ,positive
works well hooked up immediately love the feels and the look ,positive
batteries would be so much easier with the way the power runs out after charging by usb frustrating because if your in the middle of something have to go back to old mouse until this mouse is ready to use love the feel of it though and the cool lights ,positive
this was great mouse for it price loved the colorful lights too overall satisfied with this purchase ,positive
we have been extremely pleased with this mouse we have an hp laptop it works wonderfully with it ,positive
the mouse is sturdy and the rainbow lighting feature is fun it auto shuts off after minutes think which is great for saving the battery thought that having to put it on charger would be major inconvenience it not at all the recharge is quick and only do it once week so far ,positive
this little mouse works great for my needs it charges straight away from my laptop and functions as expected would buy it again and recommend it to anyone needing an inexpensive wireless mouse ,positive
great mouse love it,positive
great little mouse fits nicely in my hand you can turn the led on or off click to wake from sleep quiet clicking like it ,positive
the mouse works fine but was disappointed that the color did not match my macbook as it shows ,negative
i probably should have known but the light is either red or it cycles through colors this is probably cool for gamers or middle school kids would rather be able to pick color but that is not feature available which is probably something should have expected but was being hopeful ,positive
really like the feel of the mouse in my hand have dropped it numerous times and it keeps working like charm so far am really pleased with it,positive
this mouse has become my new best friend have arthritis which has severely affected my hands its extremely ergonomic in shape and usage the mouse is absolutely quiet as promised plus is easily used without huge amount of pressure from my fingers hand or wrist the mouse also moves very easily on my mouse pad with no glitches or hesitations my hands are grateful and so am another feature is the light additions which means it can be found anywhere in the dark also the aqua was an excellent choice in color for me as it does show against many darker colorsonce charged the battery is good for quite few days do use the mouse from four to eight hours daily and sometimes more have only had to charge the mouse once in the past week after using continuously for eight days actually it was still working but had become bit slow to react rather than wait for it to quit completely charged it during the night so it was ready in the morning for the next week am very glad chose to try this mouse my next purchase of mouse if or when needed will be repeat of this one in different color this is an unpaid and unsolicited review from grateful owner ,positive
let face it it just mouse but kinda fun to have the colors since my keyboard is colored too ,positive
this mouse is very comfortable and the colors are super cool it also very economical and works well highly recommend ,positive
i love this mouse the colors are beautiful and ve gotten many compliments on it it feels great to use as well took away one star because the charging cord stopping working about day after using it easily charges with any micro usb though it been couple months and still works being used every day at work ,positive
excellent my year old god daughter used it for school she said it was fantastic ,positive
got this for great price the size is perfect for my hands and is easy setup ,positive
the mouse arrived with great packaging and easy to do follow instructions the feel is very smooth like the on off switch which is very sturdy and think will last for long time charging is simple able to store usb adapter on mouse best of all the lights are bright and as expected,positive
this mouse is on point literally had never thought of buying one to this slant and size until the color locked me in it an absolute match to my laptop the setup was quick and easy simply turned it on input the usb and was using within seconds it very versatile and works with or without pad lightweight and easy to store with the flat shape ,positive
it worked for month and half now it glitchy and won work pass this up and buy quality mouse looks pretty with the colors other than that it was waste of money ,positive
i love this mouse use it on multiple devices and it uploads fast like it how sleep mode would kick in if you haven used it in while however it is easy to wake up as well like it how you can switch between solid red to rainbow colors its quite and moves smoothly did mention love it ,positive
bought this led wireless mouse july and received it couple of day later and really loved it well now it aug and as of yesterday it suddenly stopped working correctly don even use it with the fancy light changes on tried charging it couple of times and even once over night and it is still not functioning as it should noticed that if left still for few minutes it would sometimes function well but only for few seconds and then it would begin to sporadically move the cursor if at all the little laser guide light goes dim and blinks quite fast am thinking that it suddenly cannot hold charge oh have also tried using it while connected to the charge port but it does the same would have given it star rating if it continued working properly as really like it however since the sudden misfunction cannot give it more than stars and must say that would not recommend this mouse anymore ,positive
shipping was fast and loved the leds but today after week it stopped working figured it needed charge it now been connected to my laptop for over three hours and the blue light has gone off which is supposed to mean is all charged and ready to go but when disconnect it nothing dead guess the low price was giveaway should have paid more attention to ,positive
the wired mouse ve been using at work was driving me insane with its loud clicking noises love the convenience of this one being wireless so it easy to use with my desktop or laptop it super easy to install and while the buttons aren completely silent they are significantly more quiet than your average mouse the colorful leds are fun but it not feature ll be using lot so far ve had no issues with connectivity or responsiveness at all certainly recommend this mouse at this price point ,positive
feels great nice color looks like it will last very long time charge last along time as well ,positive
this product was definitely worth the money it equipped with every function desirable for wireless mouse being rechargeable is alot better compared to constantly switching batteries personally the rgb lights were nice as well ,positive
the usb break apart and could no longer use the cordless mouse ugh,negative
so far so good and looks cool with the led lights ,positive
works great,positive
this mouse is great love that it is so compact being rechargeable is plus for me the lights make it fun to use ,positive
this wireless mouse works great and is easy to set up the led lights gives it nice look and the click is silent the battery last day haven had to change them over all mouse,positive
i have tried charging this mouse with the original cables it came with did not charge then tried multiple cables and power sources already owned still did not charge left it plugged in for hours while was away from home come home to an uncharged mouse the blue light stays on for about seconds before shutting off the design and price were what attracted me to choosing this specific mouse would recommend spending bit more on quality mouse that can serve its purpose ,positive
this is low rise mouse very responsive and smooth movement would definitely buy one again note don play games so can speak to that aspect ,positive
i have been using this mouse for couple of weeks now love the rechargeable feature and the battery seems to last long time never turn it off highly recommend this one ,positive
great range finally we found wireless mouse that works well we use this for television viewing we have our laptop attached to our television we are good feet away from our television and laptop when we use this mouse again it has great range easy to use and works quickly highly recommended ,positive
i just got the item and to be honest didn expect much from it in the first place but reading reviews thought it was relatively good the clicking tends to stick mine and tried doing cps clicks per second test and out of the time clicked the test only registered can say it wasn the tests fault since have to triple click most things in order to pretty much do anything for everyday work won say recommend it but it enough for that but for gaming do not recommend this since of your clicks won work because the mouse itself isn that great quality ,positive
it worked great while it worked but after less then three months my mouse has stopped working it turns on and lights up but will no connect to the usb wirelessly any more won buy again and wouldn recommend if you re looking for something to last ,positive
i purchased this mouse for my laptop due to the ease of having mouse verse mouse pad this mouse is very easy to use rechargeable and the lights makes it easy to find ,positive
this is such great mouse it works so well and love the pretty colors it also doesn make any noise while clicking which was my priority would definitely recommend this ,positive
this mouse saves ton in cost of batteries because it is rechargeable it fits the palm of my hand very comfortably well worth the cost ,positive
easy to use and easy to connect workes great with my laptop ,positive
the mouse never turned on complete waste of money not happy,negative
needs to be charged all the time not very comfortable to use ,negative
as advertised love that you can really hear the clicks charge it once week and use it approx to hrs week on color changing setting easy set up would buy again only thing don like is the short charging cable which is personal preference you would need usb plug right next to the mouse if you still need to use it while it charging ,positive
this was for my son for school work and he loved the features and the fact that it has lights to make it fancy it seems pretty smooth without making clicking noise and compact pretty good alternative for expensive mouses from branded ones,positive
got this product june it is august th and it no longer functions even when fully charged lasts less than days it beautiful but will end up being waste of money ,negative
nice little mouse have gotten compliments on it functions as expected ,positive
i thought this mouse was very cute love the led feature and used it to play games with friends val league genshin etc and it is passable for someone who plays casually like me but probably not for someone picky about equipment however today it spent some time in the side pocket of my backpack and no longer seems to work turn it on and the light flashes and goes off again and there is no way to take it apart or try to fix it if you transport your laptop pc lot would hesitate to get this mouse but otherwise was fan ,positive
solid battery life and great aesthetic worth every penny ,positive
i was initially in love with this mouse however soon after while scrolling the mouse stopped scrolling you don realize how something so small you really see crucial everything works for the scroll to just stop literally want to throw the whole mouse out and probably will decided to hold on to it cause it just so cute and matches my laptop however soon after the sensor and clicker stopped working as well now forced to get new mouse ,positive
i like the silent clicking and the smoothness and the ergonomic design but the wheel doesn scroll anything on the computer the wheel will move but won scroll anything on the screen ,positive
i use this mouse for basic tasks no gaming but like the fact that is rechargeable and seems to hold the charge long enough also like the silent mode so can work at night on bed without disturbing my wife ,positive
so far so great no loud clicks and feels good in hand ,positive
slick beautiful mouse for all apps love that led display on the mouse,positive
the item is easy to work with but honestly got it because liked the led light feature however the mouse does not light up ,positive
i purchased this wireless mouse because needed one and cheap one was very impressed you don even need to use mousepad it works smoothly by itself ,positive
this came on time exactly as described it is quieter when you click the buttons than regular mouse it easy to charge and works well it wireless which is great it works perfectly with my sons laptop and the games he plays on it have no complaints would recommend to anyone ,positive
i purchased this for my mom and once the battery went dead it would not recharge ,negative
this mouse is smooth to use and feels great in my hand recommend it ,positive
the mouse is nicely shaped and feels nice in your hand the clicking is quiet the only problem is that it does not stay charged more than one day so have to keep it plugged in which defeats the purpose of having wireless mouse ,positive
nobody order this piece of crap its trash cant even fortnite cause its too freaking twitchy,negative
i was really looking forward to having wireless mouse that rechargeable but since it has to be recharged every day just use it with the wire attached very disappointing ,negative
exactly what wanted and expected love the colors ,positive
this is great wireless mouse at great price it comes with usb charger and quickly connected to my laptop it feels great on my palm and the cursor moves around the screen smoothly love the ability to change the mouse lighting and love how lightweight but durable it is ,positive
i have had this mouse for month and other than like the colors it is worthless have tried every kind of surface and mouse pad and the performance is very erratic tried recharging and it is no better and today it just died in the middle of zoom meeting was hosting am flushing it and making note to never purchase this brand again ,negative
it been few months and still works well very nice purchase thank you ,positive
i have charged this mouse once since received it use it every day it been over month now and no signs of low battery yet crazy ,negative
it is great,positive
upon receiving the mouse charged it with the charging cable used it for considerable amount of time and plugged it in upon plugging it in there was an odd smell the smell was the cable starting to melt unplugged it and will not be using it again lucky that didn walk away or my place could have caught on fire what disappointment ,negative
works great and my students love the color changing lights bought it for my second computer and it has been so helpful would suggest purchasing for yourself it has very smooth texture and slim design always you to take it anywhere it charged quickly so that could use it immediately ,positive
using this for my work laptop receieved afternoon friday and used for little bit and pleased put up laptop for the weekend went to use it today monday and non responsive tried everything and still not working this thing is junk ,positive
it pink and super light love it ton,positive
don get me wrong do like this mouse it smooth pretty easy to use and overall pretty great but and this is strong but if you so much as bump the usb plug in ever so lightly all use the the mouse ceases and you have to re set it up usually use my computer on the couch with my kids next to me and sometimes they bump it or my dog or even me it could be super light and it still will make me unplug it and re do it over it really annoying ,positive
amazing tool for my job that required lot of documentation ,positive
not great item for long term use could be more sturdy ,negative
the style was perfect however the mouse stopped working within the first week tried to charge it but it simply stopped working it was waste of money ,negative
both worked for month both are having issues now one won charge the other is having connection issues,positive
i was searching for wireless mouse on amazon and for the price this was no brainer received this mouse in the mail in small compact packaging very simple and easy to get it going the charging cable that it comes with charged the mouse in about hours once plugged it in the mouse lit up blue and turned off once it was fully charged purchased the gray to match my laptop looks good and not as shiny as thought it would be which is great very comfortable with it in my hand and have pretty big hands really receptive to the movement when scrolling the lights feature is cool if you want to have something different the silent mouse clicking is great feature as well if you ever have to do work in quiet space you will not hear the loud clicking noise coming from this mouse very satisfied with this purchase so far ,positive
love this mouse great for everyday use moves around smoothly and is very quite ,positive
needs better battery life but overall good wireless mouse great customer service but they will contact if leave bad review ,positive
i bought this cause its wireless and has come cool led lights works great no complaints yes would recommend ,positive
works about of the time making it more frustrating than if it was literally useless paperweight doesn work as mouse though ,negative
great value mouse does it job and can complain with this price,positive
works as advertised great price ,positive
i used this mouse once after this use it died so was going to charge it up figuring didn give it enough time to charge tried different times and it wouldn charge at all so decided to just go back to my old mouse tried to remove the usb and the metal part broke off and stayed inside my laptop so had to remove it and there was no fixing it so disappointed in the quality of this mouse ,negative
this product is crap do not buy opened fresh out of the box and immediately had trouble lightweight and cheap feeling does not slide particularly well although sleek it isn the most ergonomic thing but worst of all after plugging in and turning on the mouse will work normally for around secs if you leave it idle for longer than that the response becomes choppy and the mouse essentially stops working tried on multiple devices to no avail do not buy in most cases id say you get what you pay for but here it feels like even less than that ,negative
really like the way this wireless mouse feels acts my last one died and now almost glad it did so could buy this love the led light color changing when it in use and the auto shutdown when it not it performed well and moves easily great value too ,positive
i returned this mouse because am sucker for design even though it only worked for one day and ordered replacement the replacement mouse has lasted weeks with intermittent issues however it no longer charges don waste your time and money,negative
great product mouse is exactly as advertised on the site highly recommended ,positive
worked great in the beginning now it keeps disconnecting or won connect at all super fustrating it not even that old ,positive
the laser stop working after having the mouse for about months disappointing ,negative
easy to set up and use like the slim design ,positive
great mouse very fast and smooth was skeptical at the price being so cheap but wow fantastic item would definitely buy again in fact am getting second one for my son for school ,positive
great thin ergonomic mouse like the surrounding blue light,positive
the charging cord is so short and flimsy it won stay connected to both pieces so it is difficult to get full charge the mouse does not hold charge after be left on the charger overnight it is dead within five minutes use ,negative
this mouse is great it sleek responsive and has awesome led colors that rotate best bang for my buck ,positive
this is an amazing mouse would definitely buy again ,positive
it jus dies really quick but mabye that cuz leave it on and walk away cuz when done using it like to walk back into my room with it still on but otherwise love it,positive
i ve been wanting mouse for while and glad purchased this one use it to game and edit my videos and it really comes in handy it better than than track pad and any other mouse in my opinion ,positive
the mouse definitely makes difference when it comes to the clicking sound everyone is glad there is no more of that it slim rechargeable and decent looking ,positive
it functions very well as wireless mouse the usb adapter it comes with is very handy for the new apple computers which only have usb ports the lights are cool as well but more importantly the mouse is sturdy and doesn feel cheap ,positive
the mouse does not hold charge it goes dead within hours ,negative
bought this for an office laptop it works great ,positive
battery only lasted hrs after fully charged not recommend returning it ,negative
i love the sleek design and silence of it helps out alot when doing school at night and the lights around the side make it fun,positive
the sleek design is perfect easily slips into briefcase without being too bulky and the sleep mode is awesome,positive
it perfect for me thin need gps tracker though the kids want it ,positive
i got the pink one love it ,positive
i was really excited about this mouse it arrived and worked perfectly for about week and now it refuses to respond have tried charging it it currently plugged into my computer as the instructions specify but it dead to the world have tried all of troubleshooting suggestions but you can troubleshoot something that won turn on for love or money so for one week was happy now just irritated and disappointed don bother spending the money no matter how awesome it seems you ll just be let down ,positive
the stupid lights cannot be turned off it runs the battery flat every night if you forget to recharge the mose you are sunk in single day it is uncomfortable and decides you have released mouse key by itself very annoying it is in my rubbish bin ,negative
love my mouse love that it comes with the usb adapter it was very easy to instal works perfectly ,positive
works great only have to charge it once every weeks and use it daily at the office ,positive
i bought pink one and the color is just so cute it very easy to use plug the dongle into the usb port and the mouse works immediately it also has multi colored lights to help you from getting bored while working studying really like this product and high recommend for people who are looking to buy mouse with reasonable price ,positive
great value,positive
excellent mouse it really handy and helped me lot in my academic work am already big fan of it ,positive
works great with my macbook pro perfect for regular use ,positive
love the lights easy carry ,positive
ok my trackball that ve had for years is dying so went back to the mouse you can spend over on mouse but unless you are hardcore gamer and even then probably not worth it to be honest so went with this affordable mouse totally works it is very thin think would have liked little more meat on it maybe even for it to be big heavier but it so it worth it recommend ,positive
i really like this mouse pretty catchy color rose gold and it maneuvers so gentle and smoothly ,positive
i love how it lights up and is comfortable for for my hand ,positive
excellent mouse for the price,positive
i love it would recommend ,positive
easily hooked up to my laptop and works like charm ,positive
i was super excited for this mouse its so sleek and small it was perfect for me unfortunately it doesn work all that well its super glitchy especially when you turn it on color mode it lags and sometimes it doesn even click on what you re trying to click on its much easier to just use my mouse pad on my computer ,positive
it the cutest mouse like how sleek it is and the colors change all the time charge up the mouse and it lasts long time now that have pink mouse it time to find pink keyboard ,positive
i love it and the multicolored,positive
love the pretty lights just wish that the charge would last longer still even with pretty long hours of gaming and accidentally leaving it on the battery lasts solid hours would recommend good for the price that for sure,positive
i had to replace my mouse and decided to try this mouse out since it had lot of reviews it works great the mouse looks good and has sleek design the led lights are fun touch and the dpi feature is nice to have had zero issues connecting the mouse to my macbook wirelessly to with the usb port what did notice was my hand started to feel uncomfortable with only an hour of use coming from mouse that had an arch in the design this mouse was little flatter than that another are the clicks and scrolls it definitely is not quiet when it comes to clicking and scrolling it not loud like compared to regular mice but it is louder than my previous quiet mouse did end up returning the mouse but would still recommend this to those who like this mouse design it still great mouse overall ,positive
horrible piece of trash worst mouse ever don buy this ,negative
works great nice and smooth feel,positive
this is the second wireless mouse purchased both the same the first one works great have had it for while and love the look and feel the second one started sticking and locking up shortly after purchasing it hit or miss some days it fine other days want to throw it out the window ,positive
at first just loved the mouse and it was so pretty when turn on the lights but when it was time to recharge and it just never recharged and tried and tried for well over day its dead and only two weeks old so disappointed so will be purchasing another wireless mouse from another company instead simply not worth my time to fuss with returning etc ,negative
this mouse works very well holds good charge and is easy to connect and transport as travel quite bit ,positive
i thought it was fantastic at first wirked great for me at work now the wheel keeps popping out of place and doesnt work ,positive
this mouse captures the eye because of the constant changing colors also like the feel of it it not bulky and big think its great investment good for kids and gaming ,positive
